category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Brake Repair,Seattle WA,All Wheel Drive Auto,(425) 828-3600,8410 120th Ave NE,"Kirkland, WA 98033",WA,98033.0,http://www.allwheeldriveauto.com,,,no,,,"https://www.instagram.com/allwheeldriveauto/, https://www.facebook.com/AllWheelDriveAuto",,Independent Subaru repair and service shop also servicing Toyota in both Bothell and Kirkland saving Subaru and Toyota owners money every day.,https://allwheeldriveauto.com/wp-content/uploads/2020/01/AWDA-grey-logo-350-150x150.png,65,success,USA,Auto Services
Auto Body Shops,Houston TX,Jammers Auto Body Inc,(713) 789-3450,3740 Jeanetta St,"Houston, TX 77063",TX,77063.0,http://jammersauto.com,,,no,,"user@domain.com, al@jammersauto.com",,,,https://assets.squarespace.com/universal/default-favicon.ico,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,H&A Service and Sales,(470) 226-2590,811 Chance Rd,"Marietta, GA 30066",GA,30066.0,https://www.haserviceandsales.com,,(3),no,,,,,,,70,success,USA,Auto Services
Radiator Repair,Birmingham AL,Auto Biz,(205) 981-0023,7030 Meadowlark Dr,"Birmingham, AL 35242",AL,35242.0,http://autobizal.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Blackmon Automotive,(770) 590-0430,2734 Watts Dr NW,"Kennesaw, GA 30144",GA,30144.0,https://www.facebook.com/Blackmon-Automotive-Inc-218246474855989/?view_public_for=218246474855989,,(2),no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Columbus OH,AutoZone Auto Parts,(614) 300-4916,3833 W Broad St,"Columbus, OH 43228",OH,43228.0,https://www.autozone.com/locations/oh/columbus/3833-w-broad-st.html,,47 Years,no,,,,,px-captcha,,85,success,USA,Auto Services
Auto Parts,Columbus OH,Advance Auto Parts,(614) 487-1502,1127 Dublin Rd,"Columbus, OH 43215",OH,43215.0,http://www.advanceautoparts.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,New York NY,Flat Fix Solutions,(718) 410-2023,360 E 170th St,"Bronx, NY 10456",NY,10456.0,http://flatfixsolutions.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,New York NY,Project Jdm Q Inc,(718) 424-7280,7723 Queens Blvd,"Elmhurst, NY 11373",NY,11373.0,https://projectjdmnyc.com/pages/contact-us,,,no,,pjdmnewyork@gmail.com,"https://twitter.com/share?url=_bc_product_uri_, https://www.instagram.com/projectjdmny/",,A N Y  Q U E S T I O N S  ?  |  L E A V E  U S  A  M E S S A G E  !  ,https://projectjdmnyc.com/cdn/shop/t/6/assets/favicon.png?v=3057687674455684421608209575,95,success,USA,Auto Services
Auto Repair,New York NY,J R Auto Services Corp,(212) 939-9299,89 Saint Nicholas Pl,"New York, NY 10032",NY,10032.0,http://jrautoservicescorp.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Repair,New York NY,Ludlow Garage,(212) 505-0869,151 Attorney St,"New York, NY 10002",NY,10002.0,http://www.ludlowgarage.com,,43 Years,no,,,,,,,65,success,USA,Auto Services
Tire Repair,New York NY,AC Truck Tire Service,(973) 991-3381,722 Frelinghuysen Ave,"Newark, NJ 07114",NJ,7114.0,http://actrucktireservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,New York NY,C & L Tire Repair Center,(718) 634-6080,11216 Beach Channel Dr,"Rockaway Park, NY 11694",NY,11694.0,http://inspirationcampmeeting.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Cleveland OH,Pro Mobile Detailing,(216) 712-7729,1150 Smith Ct,"Rocky River, OH 44116",OH,44116.0,http://pro-mobil-detailing.com,,,no,,,https://www.facebook.com/promobildetailing,,,,55,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Denco Manufacturing,(408) 986-8181,3270 Keller St,"Santa Clara, CA 95054",CA,95054.0,http://www.dencorep.com,,,no,,,,,"DENCO is a professional manufacturer's representative sales agency in the HVAC/R markets of Southern California, Arizona, Hawaii and Las Vegas. The company was established in 1966 and has built its business based on strong fundamental business values.",http://www.dencorep.com/misc/favicon-96x96.png,60,success,USA,Auto Services
Auto Parts,Columbus OH,Advance Auto Parts,(614) 491-4791,3201 S High St,"Columbus, OH 43207",OH,43207.0,http://www.advanceautoparts.com,,18 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Big Kuz Auto Care,(954) 368-2966,808 NW 9th Ave,"Fort Lauderdale, FL 33311",FL,33311.0,http://bigkuzautocare.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Atlanta GA,Cobb County Government,(770) 528-2300,995 Roswell St NE,"Marietta, GA 30060",GA,30060.0,https://www.cobbcounty.org/courts/magistrate-court/general-information,,,no,,"u003eMHBA@cobbcounty.org, MHBA@cobbcounty.org, information@cobbcounty.gov","https://www.facebook.com/CobbCountyGovernment, https://www.linkedin.com/company/cobb-county-government, https://www.instagram.com/cobbcountygovt",,"The Cobb County Magistrate Court, located at 32 Waddell Street, Marietta, serves the community by addressing civil and criminal matters, including small claims and warrants. With a dedicated staff, the court aims for accessible judicial services. Office hours are Monday to Friday, 8 a.m. to 5 p.m.",https://www.cobbcounty.org/apple-icon.png,85,success,USA,Auto Services
Auto Parts,Columbus OH,Team Fishel,(614) 850-4400,1600 Walcutt Rd,"Columbus, OH 43228",OH,43228.0,http://www.teamfishel.com,,90 Years,no,,,"https://www.facebook.com/TeamFishel/, https://www.linkedin.com/company/team-fishel/, https://www.instagram.com/teamfishel/",Ken Fishel,"We are an outstanding provider of utility engineering, construction and network installation services. Learn more about the services we provide and why Team Fishel is The Best Choice here.",http://www.teamfishel.com/assets/img/logos/favicons/apple-touch-icon.png,65,success,USA,Auto Services
Car Transport,Atlanta GA,H and S Car Carriers,(678) 723-7200,208 Shannon Ct,"Senoia, GA 30276",GA,30276.0,http://yellowpages.com/peachtree-city-ga/mip/amerifreight-574107459,,,no,,,,,,,65,success,USA,Auto Services
Wholesale Tires,Fort Lauderdale FL,Sam's Club,(954) 345-3443,950 N University Dr,"Coral Springs, FL 33071",FL,33071.0,https://www.samsclub.com,,(4),no,,,,,,https://www.samsclub.com/favicon.ico,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,LUXURY AUTOMOTIVE LLC,(770) 505-0466,3020 Canton Rd Ste 202,"Marietta, GA 30066",GA,30066.0,http://www.euroultimateatlanta.com,,(5),no,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.facebook.com/luxuryautomotivemarietta/,,,https://static.parastorage.com/client/pfavico.ico,55,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Your Personal Mechanic,(770) 982-5222,3150 Lenora Church Rd,"Snellville, GA 30039",GA,30039.0,http://yourpersonalmechanic465195353.localsearch.com,,(3),no,,,,,,,50,success,USA,Auto Services
Radiator Repair,Birmingham AL,1800 Radiator,(205) 592-6719,4401 Park Ave SW,"Birmingham, AL 35221",AL,35221.0,https://ecom.radiator.com/en-US/Home/ContactUs,,,no,,,,,,https://ecom.radiator.com/Content/Images/favicon-logo.png,60,success,USA,Auto Services
Tire Repair,New York NY,Wheeler Ship,(516) 676-1700,850 Washington Ave,"Carlstadt, NJ 07072",NJ,7072.0,https://www.wheelership.com/recycling,,,no,,,,,,,0,error,USA,Auto Services
Brake Repair,Seattle WA,Precision Tune Auto Care,(425) 746-6191,13421 NE 20th St,"Bellevue, WA 98005",WA,98005.0,http://precisiontuneautocare560927709.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,New York NY,"Grant, Edward L",(718) 588-6457,1441 Edward L Grant Hwy,"Bronx, NY 10452",NY,10452.0,http://grantedwardl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Wholesale Tires,Fort Lauderdale FL,Sam's Club,(954) 846-7001,13550 W Sunrise Blvd,"Sunrise, FL 33323",FL,33323.0,https://www.samsclub.com,,(1),no,,,,,,https://www.samsclub.com/favicon.ico,60,success,USA,Auto Services
Auto Parts,Columbus OH,Advance Auto Parts,(614) 263-1525,3150 N High St,"Columbus, OH 43202",OH,43202.0,http://www.advanceautoparts.com,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Quality Used Auto Parts,(800) 303-4440,199 Roberts Rd,"Fayetteville, GA 30214",GA,30214.0,http://www.qualityusedautoparts.com,,(1),no,,,,,,,0,timeout,USA,Auto Services
Automotive Machine Shops,San Jose CA,Calmax Technology Inc,(408) 748-8660,526 Laurelwood Rd,"Santa Clara, CA 95054",CA,95054.0,http://www.calmaxtechnology.com,,39 Years,no,,,,,,,0,timeout,USA,Auto Services
Car Transport,Atlanta GA,Eccentric Auto Transport,(678) 782-3560,108 Theodore St,"Mcdonough, GA 30252",GA,30252.0,http://eccentricautotransport.localsearch.com,,10 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Classier Classics,(954) 530-7747,901 N Andrews Ave,"Fort Lauderdale, FL 33311",FL,33311.0,https://17classiccars.com,,,no,,myauctions39@hotmail.com,https://www.facebook.com/17classiccars/,,"17 Classic Cars specializes in classic, rare and exotic automobiles. 17 Classic Cars used car sales was founded in 2000 and is located in Fort Lauderdale, FL.",https://17classiccars.com/wp-content/uploads/2022/11/favicon2-150x150.png,85,success,USA,Auto Services
Auto Parts,Columbus OH,Advance Auto Parts,(614) 459-7805,2070 Crown Plaza Dr,"Columbus, OH 43235",OH,43235.0,http://www.advanceautoparts.com,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Atlanta GA,Cns Auto Transport,(678) 712-9023,2193 Pace St,"Covington, GA 30014",GA,30014.0,http://yellowpages.com/covington-ga/mip/hilltop-detail-towing-530337429,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Your Favorite Mechanic,(770) 985-6363,2277 Henry Clower Blvd,"Snellville, GA 30078",GA,30078.0,https://yourfavoritemechanic.com,,(4),no,,,,,Web Home of Your Favorite Mechanic,,70,success,USA,Auto Services
Car Detailing,Cleveland OH,Dis Auto Detailing Services,(216) 520-0709,6000 Lombardo Ctr,"Seven Hills, OH 44131",OH,44131.0,http://disautodetailingservices.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Auto Repair,New York NY,Caroline's Cake Shop,(516) 555-5556,4484 Broadway,"New York, NY 10040",NY,10040.0,http://carolinescakeshopny.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Columbus OH,Oller's Towing & Repair Service Center :,(740) 983-4863,12993 Winchester Rd,"Ashville, OH 43103",OH,43103.0,http://www.ollerstowingandrepair.com,,44 Years,no,,your@email.com,"https://twitter.com/login?redirect_after_login=%2Fhome%3Fstatus%3Dhttp%3A%2F%2Fwww.ollerstowingandrepair.com%2F, https://www.linkedin.com/uas/login?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2FpostLogin%3Fsession_rikey%3DjcwkNiXZQ-TzP3-LTnO3OBRx71xnbbFOEu73xwEIjPn53-N6t3TbyLEHDKIimZf7ETdwCQ2F_rVnvSeKt9G50YuxEMGbvojHeiJ%26l%3Dhttps%253A%252F%252Fwww%252Elinkedin%252Ecom%252FshareArticle%253Fmini%253Dtrue%2526url%253Dhttp%25253A%25252F%25252Fwww%25252Eollerstowingandrepair%25252Ecom%25252F%26id%3D0%26b%3Dbf82e1cd-fc04-4541-841d-bb1b46db2b8c%26h%3Dd6BP%26m%3DGET, https://www.facebook.com/login.php?skip_api_login=1&api_key=966242223397117&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fshare.php%3Fu%3Dhttp%253A%252F%252Fwww.ollerstowingandrepair.com%252F&cancel_url=https%3A%2F%2Fwww.facebook.com%2Fdialog%2Freturn%2Fclose%3Ferror_code%3D4201%26error_message%3DUser%2Bcanceled%2Bthe%2BDialog%2Bflow%23_%3D_&display=popup&locale=en_GB",,"Call our auto repair shop and towing company at (740) 983-4863 in Ashville, OH, for services that improve your vehicle's overall performance.",https://irp.cdn-website.com/9ab04d5e/site_favicon_16_1619598614148.ico,75,success,USA,Auto Services
Wholesale Tires,Fort Lauderdale FL,TireHub,(954) 977-8141,2901 NW 27th Ave,"Pompano Beach, FL 33069",FL,33069.0,http://www.twwonline.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,New York NY,H and B tireshop inc,(718) 322-4477,13210 111th Ave,"South Ozone Park, NY 11420",NY,11420.0,http://handbtireshopinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Seattle WA,Surrey North Auto Repair,(425) 454-8971,12003 NE 12th St Ste 62,"Bellevue, WA 98005",WA,98005.0,http://www.surreynorth.net,,26 Years,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Eurocar Garage,(954) 727-1936,444 E Sunrise Blvd,"Fort Lauderdale, FL 33304",FL,33304.0,http://eurocargaragefl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,New York NY,Last Stop Quality Tire Center,(718) 542-1700,1452 Westchester Ave,"Bronx, NY 10472",NY,10472.0,http://laststopqualitytirecenter.localsearch.com,,25 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Modern Auto,(770) 942-9773,9203 Rose Ave,"Douglasville, GA 30134",GA,30134.0,http://modernautoga.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Tire Shops,Huntsville AL,Quick Lane Tire & Auto Center,(256) 270-4584,1632 Hughes Rd,"Madison, AL 35758",AL,35758.0,http://quicklane.com/WoodyAndersonFord,,,no,,,,,,,0,timeout,USA,Auto Services
Car Wheels,Louisville KY,National Tire Wholesale,(502) 933-5010,7101 Intermodal Dr,"Louisville, KY 40258",KY,40258.0,http://tirecenters.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Faubert Total Repair,(954) 522-6031,739 NW 6th Ave,"Fort Lauderdale, FL 33311",FL,33311.0,http://fauberttotalrepair.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Seattle WA,A & M Complete Auto & Truck,(425) 641-9455,13551 SE 27th Pl,"Bellevue, WA 98005",WA,98005.0,http://www.bellevuegermancar.com,,,no,,,"https://twitter.com/amautobellevue, https://www.facebook.com/amautorepairbellevuewa",,"A&M Auto Repair in Bellevue, WA, offers comprehensive BMW repair and maintenance servicing to new and used nameplates throughout each week and takes walk-ins.",https://amautofactoria.com/wp-content/uploads/AM-favicon.png,65,success,USA,Auto Services
Tire Repair,New York NY,On Time Mobile Flat Fix,(718) 527-4185,8826 161st St,"Jamaica, NY 11432",NY,11432.0,http://ontimemobileflatfixny.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,JC Auto Mechanic and Tires,(954) 368-4300,810 NW 10th Ter,"Fort Lauderdale, FL 33311",FL,33311.0,http://jcautomechanicandtires.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Flash Garage,(954) 825-1637,930 NE 4th Ave,"Fort Lauderdale, FL 33304",FL,33304.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Repair,New York NY,Metropolitan Auto Body,(929) 298-1874,284 Flushing Ave,"Brooklyn, NY 11205",NY,11205.0,,,(3),no,,,,,,,0,error,USA,Auto Services
Car Detailing,Cleveland OH,Steel Detailing Service Inc,(440) 808-6006,22255 Center Ridge Rd,"Rocky River, OH 44116",OH,44116.0,http://steeldetailingserviceinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Brake Repair,Seattle WA,Midas Auto Service & Tires,(425) 827-0451,212 Market St,"Kirkland, WA 98033",WA,98033.0,http://www.midas.com,,,no,,"Home-ServicesImage-2025_m@2x.webp, Credit-Photo_m@2x.webp, LLTG-Logo-Blue-FR@1x.webp","https://www.instagram.com/midasofficial, https://twitter.com/midas, https://www.facebook.com/midas",,"Trust your local Midas store for Total Car Care including, brake repair, oil change, tires mufflers & exhaust and all of your auto repair needs. Schedule an appointment at Midas.com today.",https://www.midas.com/Content/Images/Icons/favicon.ico,65,success,USA,Auto Services
Auto Parts,Columbus OH,Napa Auto Parts - Genuine Parts Company,(614) 276-5151,3492 Sullivant Ave,"Columbus, OH 43204",OH,43204.0,http://www.napaonline.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Huntsville AL,Quick Lane,(256) 217-8453,1632 Hughes Rd,"Madison, AL 35758",AL,35758.0,https://www.quicklane.com/madison,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,New York NY,Another testing location,(203) 783-1234,285 Grand St,"New York, NY 10002",NY,10002.0,https://adriennesflowerboutique.com?y_source=1_mju2nze5mjutntuzlwxvy2f0aw9ulndlynnpdgu%3d,,,no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,Atlanta GA,DT Motors,(770) 760-0400,1929 Lake Rockaway Rd NW,"Conyers, GA 30012",GA,30012.0,http://www.conyersautorepair.com,,(1),no,,,,,"D.T. Motors foreign car repair specialists located in Conyers, Georgia for all major and minor car repairs and service. ASE Certified Technicians.",,75,success,USA,Auto Services
Car Detailing,Cleveland OH,Extreme Auto Detailing,(216) 739-9200,1277 E Schaaf Rd Ste 6,"Independence, OH 44131",OH,44131.0,http://extremeautodetailing481073594.localsearch.com,,18 Years,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cleveland OH,Mr Detail Etc,(216) 369-7619,5360 Smith Rd,"Brookpark, OH 44142",OH,44142.0,http://www.mrdetailcleveland.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Columbus OH,Buckeye Auto Parts/BAP Inc.,(614) 488-9773,2474 Mckinley Ave,"Columbus, OH 43204",OH,43204.0,http://www.buckeyeautoparts.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Zera Development No Selection,(408) 727-8394,3390 De La Cruz Blvd,"Santa Clara, CA 95054",CA,95054.0,http://www.zeradevelopment.com,,,no,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"http://www.twitter.com/wix, http://www.facebook.com/wix",,CNC Machine Services and Solutions,https://static.parastorage.com/client/pfavico.ico,65,success,USA,Auto Services
Car Wheels,Louisville KY,Big O Tires,(812) 949-0736,2245 State St,"New Albany, IN 47150",IN,47150.0,http://www.bigotires.com,,(1),no,,,"https://www.facebook.com/BigOTires, https://www.instagram.com/bigotiresofficial/, https://www.twitter.com/bigotires",,"Find a large selection of tires, tire ratings, tire sizes, tire alignments and more. Big O Tires, your auto service experts.",http://www.bigotires.com/static/favicon.ico,55,success,USA,Auto Services
Auto Body Shops,Houston TX,High Class Collisions Auto Repair,(713) 227-0046,3651 Jensen Dr,"Houston, TX 77026",TX,77026.0,http://yellowpages.com/houston-tx/mip/j-a-paint-body-shop-30292078,,126 Years,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Columbus OH,AutoZone Auto Parts,(614) 985-3145,901 E Dublin Granville Rd,"Columbus, OH 43229",OH,43229.0,https://www.autozone.com/locations/oh/columbus/901-e-dublin-granville-rd.html,,47 Years,no,,,,,px-captcha,,85,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Patco,(408) 492-9545,3287 Edward Ave,"Santa Clara, CA 95054",CA,95054.0,http://www.patcoprecision.com,,,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Huntsville AL,Wholesale Tire & Tire Accessories,(256) 828-4079,1211 Opp Reynolds Rd,"Toney, AL 35773",AL,35773.0,http://facebook.com/wholesaletire.autoaccessories.1,,(1),no,,,,,,,0,timeout,USA,Auto Services
Car Detailing,Cleveland OH,D&C Auto&Truck Detailing,(440) 454-5226,1234 Detroit Rd,"Westlake, OH 44145",OH,44145.0,http://dcautotruckdetailing.localsearch.com,,27 Years,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Houston TX,K Auto Repair,(713) 529-5320,1118 Montrose Blvd,"Houston, TX 77019",TX,77019.0,http://kautorepair10985503.localsearch.com,,44 Years,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Houston TX,Prestige Performance Collision,(713) 505-1909,2207 Eastex Fwy,"Houston, TX 77026",TX,77026.0,http://prestigeperformancecollision.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,New York NY,Bruckner Automotive & Flat Fix,(718) 328-5838,955 Soundview Ave,"Bronx, NY 10473",NY,10473.0,http://brucknerautomotiveflatfix.localsearch.com,,13 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,J.S. Auto Repair,(770) 484-7249,7380 Maddox Rd,"Lithonia, GA 30058",GA,30058.0,http://jsautorepairs.com,,(1),no,,,,,,,0,error,USA,Auto Services
Car Transport,Atlanta GA,Code 3 Xpress LLC,(770) 596-8912,1875 Tyler Trce,"Lawrenceville, GA 30043",GA,30043.0,http://code3xpressllc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Seattle WA,Automotive Brake Specialists / Brake Stop,(206) 244-9600,15020 Ambaum Blvd SW,"Burien, WA 98166",WA,98166.0,http://automotivebrakespecialistsbrakestop.localsearch.com,,(2),no,,,,,,,65,success,USA,Auto Services
Auto Parts,Columbus OH,National Tire & Battery,(614) 300-2314,150 E Long St,"Columbus, OH 43215",OH,43215.0,http://nationaltirebattery464716186.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Birmingham AL,Trussville Mazda,(205) 836-8671,1503 Gadsden Hwy,"Birmingham, AL 35235",AL,35235.0,http://serramazda.com,,59 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Brauman Inc,(754) 332-2787,1130 NE 6th Ave,"Fort Lauderdale, FL 33304",FL,33304.0,http://braumaninc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cleveland OH,Quick N Go Mobile Detail,(440) 666-9211,14500 S Industrial Ave,"Maple Heights, OH 44137",OH,44137.0,https://quickngodetailer.wixsite.com/quickngomobiledetail,,,no,,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, quickngodetailer@gmail.com",,,Let Quick N' Go Detail help find solutions to any of your Large Format Printing. Our techs will help exceed your expectations on any job you bring to us.,https://www.wix.com/favicon.ico,70,success,USA,Auto Services
Auto Repair,New York NY,Mobile Dent Repair NYC,(917) 789-1594,244 5th Ave Fl D209,"New York, NY 10001",NY,10001.0,http://mobiledentrepairnyc.com,,16 Years,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,CARQUEST Auto Parts,(614) 232-0450,395 E Mound St,"Columbus, OH 43215",OH,43215.0,http://www.carquest.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,T K Automotive Inc,(954) 245-5779,1413 SW 2nd Ave,"Fort Lauderdale, FL 33315",FL,33315.0,http://tkautomotiveinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cleveland OH,Car Wash Express Inc,(216) 433-1498,14755 Snow Rd,"Brookpark, OH 44142",OH,44142.0,http://carwashexpressinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Transport,Atlanta GA,A and A Car Transport,(833) 888-5097,132 Luxomni Rd NW,"Lilburn, GA 30047",GA,30047.0,http://www.aandacartransport.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,New York NY,Compliment Your Body,(646) 868-8956,400 W 37th St,"New York, NY 10018",NY,10018.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,Houston TX,Deuce Body Shop-Tx,(713) 514-0015,5101 Canal St,"Houston, TX 77011",TX,77011.0,http://yellowpages.com/houston-tx/mip/eastern-frame-body-shop-466123570,,,no,,,,,,,60,success,USA,Auto Services
Car Transport,Atlanta GA,Rabbit Transport Inc,(678) 363-8148,609 Princeton Dr,"Dallas, GA 30157",GA,30157.0,http://rabbittransportinc.localsearch.com,,14 Years,no,,,,,,,50,success,USA,Auto Services
