category,state,company,phone,address,city,statess,postal_code,website,rating,reviews,sent,email,description,socials,ceo_name,country,group
Roofing,New York NY,Leaf Home,(800) 290-6106,155 E 44th St 15th Fl,"New York, NY 10017",NY,10017.0,https://www.leafhome.com?y_source=1_mtazmzuxnjg4ny01ntmtbg9jyxrpb24ud2vic2l0zq%3d%3d,,21 Years,no,,"We're dedicated to providing the best home solutions across North America, from America's #1 gutter filtration technology to custom home water solutions.","https://www.facebook.com/LeafHomeCo, https://www.instagram.com/leafhomeco/, https://www.linkedin.com/company/leaf-home/",Unknown,USA,Home Services
Roofing,New York NY,JJs roofing,(917) 407-1141,1357 Broadway,"Newyork, NY 10018",NY,10018.0,http://jjsroofingnyc.com,,(1),no,,"Nhà cái tặng tiền cược free chính hay nhà cái tặng tiền cược miễn phí khi đăng ký không cần nạp tiền, chơi thử trải nghiệm 50k 100k năm 2025.",,Unknown,USA,Home Services
Roofing,New York NY,NYC Facade Company,(718) 753-9839,447 Broadway Fl 2-1657,"New York, NY 10013",NY,10013.0,https://nycfacadecompany.com,,,no,"contact@nycfacadecompany.com, contact@your-domain.com","Facade Restoration Contractors in New York specializing in facade restoration masonry roofing, waterproofing local law 11 concrete Free Estimates",https://www.facebook.com/people/NYC-Facade-Company/61576697780001/,Unknown,USA,Home Services
Roofing,New York NY,M and J Roofing,(646) 877-5545,50 Broadway,"New York, NY 10004",NY,10004.0,http://mandjroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Ready Roofers New York Co,(347) 899-4315,592 Broadway,"New York, NY 10012",NY,10012.0,https://www.readyroofersnewyorkco.com/about-us,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Test2 22/09/2023,(965) 673-8900,13 Maeva St,"New York, NY 10003",NY,10003.0,http://test222092023.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,B&P Consulting Corp,(646) 715-3223,346 E 10th St,"New York, NY 10009",NY,10009.0,https://bnpconsulting.nyc,,,no,info@bnpconsulting.nyc,"Welcome to B&P Consulting Mastering the Flat: B&P’s Expertise in Low-Slope Roofing Solutions Welcome to B&P Consulting Elevate Your Space: Functional and Stylish Rooftop Pavers by B&P Welcome to B&P Consulting Brighten Your World: Durable and Elegant Galvanized Skylights for Timeless Illumination Welcome to B&P Consulting Seal the Deal: Premium Waterproofing for a Pristine, Lasting",,Unknown,USA,Home Services
Roofing,New York NY,For the Love of Roofing,(570) 983-6716,130 Madison Ave,"New York, NY 10016",NY,10016.0,http://fortheloveofroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Metro Roofing,(917) 705-4541,711 Amsterdam AVE,"New York, NY 10025",NY,10025.0,http://metroroofing467961059.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Edison Construction,(347) 581-0860,88 Saint Nicholas Ave,"New York, NY 10026",NY,10026.0,http://edisonconstructionny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,John Day roofing,(929) 496-1855,,"New York, NY 10005",NY,10005.0,http://johndayroofing.localsearch.com,,34 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,"Bandow Co., Inc.",(212) 831-0400,210 E 117th St,"New York, NY 10035",NY,10035.0,http://bandowcoincny.localsearch.com,,122 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Zicklin Contracting Corp,(347) 495-4959,99 Wall St Ste 172,"New York, NY 10005",NY,10005.0,http://zicklincontracting.com,,,no,"you@company.com, zicklin@zicklincontracting.com","Zicklin Contracting: Over 37 years of expertise in NYC renovations, offering apartment makeovers, basement remodeling, roofing, and more!","https://www.instagram.com/zicklin.nyc?igsh=MXU1eHI2bG5idWo2cg%3D%3D&utm_source=qr, https://www.facebook.com/ZicklinContracting-113313970389755/?modal=admin_todo_tour, https://twitter.com/ZicklinC1",Unknown,USA,Home Services
Roofing,New York NY,Sweet Group,(212) 929-2100,5 Hanover Sq,"New York, NY 10004",NY,10004.0,https://www.sweetconstruction.com,,114 Years,no,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com","Sweet Group delivers a full spectrum of services, including general contracting, construction management, infrastructure development, disaster response, and health facility services. Headquartered in the New York metropolitan area, with offices in New York City and New Jersey, Sweet Group proudly serves government and private sector clients across a wide range of markets.","https://www.instagram.com/sweetconstgroup/, https://www.facebook.com/SweetConstruction/, https://www.linkedin.com/company/thesweetconstructiongroup/",Unknown,USA,Home Services
Roofing,New York NY,APTECH MAINTENANCE SERVICES INC,(212) 920-5611,110 W 34th St,"New York, NY 10001",NY,10001.0,http://aptechmaintenanceservicesinc.localsearch.com,,15 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Related Painting,(917) 704-9065,147 W 35th St,"New York, NY 10001",NY,10001.0,http://relatedpainting.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,We Do Metal Roofs,(646) 355-3171,,,,,http://wedometalroofsny.localsearch.com,,30 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Belf Inc.,(905) 317-1689,,,,,http://belfinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,M.A.B. Renovation Group,(917) 716-5424,,,,,http://mabrenovationgroup.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Ray's Roofing Siding & Waterproofing,(347) 535-5115,,,,,http://www.raysroof.com,,,no,,"Trust Rays Roof for all your Long Island & Queens roofing company needs, from repairs, leaks, installations & more. Call for a free onsite consultation & quote.","https://www.instagram.com/raysroof/, https://www.facebook.com/people/Rays-Roof/61566381268308/",Unknown,USA,Home Services
Roofing,New York NY,Service Like Magic,(812) 391-2731,,,,,http://servicelikemagic.localsearch.com,,15 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Charles Stewart Roofing,(718) 475-0240,545 8th Ave,"New York, NY 10018",NY,10018.0,http://www.stewartroofingnyc.com,,77 Years,no,info@stewartroofingnyc.com,,,Unknown,USA,Home Services
Roofing,New York NY,Harrow Roofing,(917) 650-1372,1980 2nd Ave Apt 2D,"New York, NY 10029",NY,10029.0,http://www.theharrowconstruction.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Rossi Roofing Inc,(332) 290-9900,22 Park Pl,"New York, NY 10007",NY,10007.0,https://rossiroofinginc.homes,,,no,Error,,,,USA,Home Services
Roofing,New York NY,Lawkriss,(212) 577-2000,123 William St,"New York, NY 10038",NY,10038.0,https://www.lawkriss.com/contact,,,no,akriss@lawkriss.com,"The Law Offices of Arnold N. Kriss is conveniently located in close proximity to all New York State, City and County Courthouses. 123 William Street,",https://www.facebook.com/LawOfficesOfArnoldNKriss,Unknown,USA,Home Services
Roofing,New York NY,Roofing Contractors Inc,(212) 419-5445,113 Lafayette St,"New York, NY 10013",NY,10013.0,http://roofingcontractorsincny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roof Studio,(212) 431-7663,249 W Broadway Ste 2C,"New York, NY 10013",NY,10013.0,http://roofstudio.tv,,,no,,"Roof is a boutique animation studio that partners with brands and media-makers all across the universe. We are a team of creators and storytellers who drift towards the quirky, the whimsical, the uncharted. We imbue emotion in every movement, every color to craft visual stories that you can’t help but watch over and over.","https://www.linkedin.com/company/roof-studio, https://www.instagram.com/roofstudionyc, http://instagram.com/roofstudionyc",Unknown,USA,Home Services
Roofing,New York NY,Roofing Experts,(212) 419-5468,112 John St,"New York, NY 10038",NY,10038.0,http://roofingexpertsny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Manhattan Roofing,(718) 489-4044,447 Broadway,"New York, NY 10013",NY,10013.0,http://manhattanroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roof Certifications,(212) 419-5476,225 Liberty St,"New York, NY 10281",NY,10281.0,http://roofcertificationsny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Modified Roofing Systems,(212) 419-5439,108 Greenwich St,"New York, NY 10006",NY,10006.0,http://modifiedroofingsystemsny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Martin Bros Roofing Service,(332) 290-3700,42 Market St,"New York, NY 10002",NY,10002.0,https://newyork-roofing.com,,,no,Error,,,,USA,Home Services
Roofing,New York NY,A Roofing Emergency Roofing,(347) 304-9898,2 Pike St,"New York, NY 10002",NY,10002.0,http://aroofingemergencyroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Glam Seamless,(212) 226-7404,484 Broome St,"New York, NY 10013",NY,10013.0,http://glamseamless.com/pages/nyc-book,,,no,,,"https://www.facebook.com/glamseamless, https://www.instagram.com/glamseamless/",Unknown,USA,Home Services
Roofing,New York NY,Letourneau Roofing & Repair,(332) 290-4400,294 Grand St,"New York, NY 10002",NY,10002.0,https://letourneauroofingrepair.site,,,no,Error,,,,USA,Home Services
Roofing,New York NY,White Hill Restoration Inc,(212) 680-0550,580 Broadway,"New York, NY 10012",NY,10012.0,http://www.whitehillrestoration.com,,,no,info@yoursite.com,,,Unknown,USA,Home Services
Roofing,New York NY,Flat Roof & Shingle Roof Roofing,(347) 378-3422,300 Lafayette St,"New York, NY 10012",NY,10012.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,New York 123 Roofing Co Roofing,(347) 305-1724,24 2nd Ave,"New York, NY 10003",NY,10003.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Smart Roof,(646) 650-2716,279 E Houston St,"New York, NY 10002",NY,10002.0,http://smartroofny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Alex Gregg Home Improvement,(917) 250-1242,174 W 4th St,"New York, NY 10014",NY,10014.0,http://alexgregghomeimprovementny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Bernstein Roof Repair,(332) 290-8500,199 E 4th St,"New York, NY 10009",NY,10009.0,https://nycroofrepair.pro,,,no,Error,,,,USA,Home Services
Roofing,New York NY,Free Estimates Roofing Co Roofing,(347) 352-0224,253 E 2nd St,"New York, NY 10009",NY,10009.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Rapid Roof Repair Company,(332) 290-8200,244 E 2nd St,"New York, NY 10009",NY,10009.0,https://nycroofer.pro,,,no,Error,,,,USA,Home Services
Roofing,New York NY,Roof Top Cafe,(212) 352-0900,87 7th Ave S,"New York, NY 10014",NY,10014.0,http://rooftopcafeny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Martin Bros Roofing Service,(332) 290-2700,522 E 6th St,"New York, NY 10009",NY,10009.0,https://newyorkroofingservice.pro,,,no,Error,,,,USA,Home Services
Roofing,New York NY,Roofing Plus,(212) 419-5446,113 7th Ave S,"New York, NY 10014",NY,10014.0,http://roofingplus525530039.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Garcia & Sons Roofing Company,(332) 290-3500,342 E 8th St,"New York, NY 10009",NY,10009.0,https://garcia-roofing.homes,,,no,Error,,,,USA,Home Services
Roofing,New York NY,jn hib ugb ug utg,(213) 766-4871,121 3rd Ave,"New York, NY 10003",NY,10003.0,http://jnhibugbugutg.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Service for Roof Top Units,(347) 580-5021,112 Greenwich Ave,"New York, NY 10011",NY,10011.0,http://serviceforrooftopunits.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Tascone Slate Roofing,(516) 883-7264,210 W 18th St,"New York, NY 10011",NY,10011.0,http://tasconeslateroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Coal Tar,(212) 419-5442,253 3rd Ave,"New York, NY 10010",NY,10010.0,http://coaltar525250896.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Sealoflex,(212) 419-5443,110 9th Ave,"New York, NY 10011",NY,10011.0,http://sealoflex525846585.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Modern Roofing,(903) 277-4419,12 Avenue,"New York, NY 10160",NY,10160.0,http://modernroofingny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Manhattan Roofing Waterproofing Group,(646) 379-7700,244 5th Ave,"New York, NY 10001",NY,10001.0,http://manhattanroofingwaterproofinggroup.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,East Coast Sky High Roofers,(718) 299-2207,141 W 28th St,"New York, NY 10001",NY,10001.0,http://eastcoastskyhighroofers.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Superior Exterior Roofing,(908) 309-5465,203 Lexington Ave,"New York, NY 10016",NY,10016.0,http://superiorexteriorroofingny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing Plus,(212) 419-5434,1271 Broadway,"New York, NY 10001",NY,10001.0,http://roofingplus525251883.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,One 27 Roof,(212) 564-1662,530 W 27th St,"New York, NY 10001",NY,10001.0,http://one27roof.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Nicholson & Gallaway,(212) 685-6677,261 Glen Head Rd,"New York, NY 10016",NY,10016.0,https://www.nicholsonandgalloway.com/contact,,,no,info@nicholsonandgalloway.com,,"https://www.instagram.com/p/DKsXH0vxvEb/, https://www.instagram.com/p/DSsR4ewETWI/, https://www.instagram.com/p/DIj5iSdxneT/",Unknown,USA,Home Services
Roofing,New York NY,Vishal.net Inc,(212) 279-6757,421 7th Ave,"New York, NY 10001",NY,10001.0,http://vishalnet.com/contact.htm,,,no,"sales@vishalnet.com, technology@vishalnet.com, resume@vishalnet.com",,,Unknown,USA,Home Services
Roofing,New York NY,Commercial Roofing Nyc,(646) 980-6321,213 W 35th St,"New York, NY 10001",NY,10001.0,http://commercialroofingnyc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roof Master,(212) 599-5111,221 E 37th St,"New York, NY 10016",NY,10016.0,http://yellowpages.com/new-york-ny/mip/tri-state-roofing-4484774,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Tecta America Nationwide Commercial Roofing Experts,(212) 386-5575,1010 Avenue Of The Americas,"New York, NY 10018",NY,10018.0,http://tectaamericanationwidecommercialroofingexperts.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roof Top,(212) 706-8801,252 W 38th St Rm 1501,"New York, NY 10018",NY,10018.0,http://rooftopny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Trusted Roofing & Restoration Roofing,(347) 384-5778,466 10th Ave,"New York, NY 10018",NY,10018.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Licensed & Insured Roofer,(212) 419-5467,1211 Avenue Of The Americas,"New York, NY 10036",NY,10036.0,http://licensedinsuredrooferny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,New York Roofing Repair,(212) 419-5448,111 E 49th St,"New York, NY 10017",NY,10017.0,http://newyorkroofingrepair.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Venture Framework,(212) 618-6385,1230 Avenue Of The Americas,"New York, NY 10020",NY,10020.0,http://ventureframework.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Intellicor Technologies Inc,(212) 980-1118,150 E 52nd St,"New York, NY 10022",NY,10022.0,http://intellicortechnologiesinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Residential Roofing Roofing,(347) 389-1492,718 11th Ave,"New York, NY 10019",NY,10019.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing Repair Roofing,(347) 766-0819,1132 York Ave,"New York, NY 10065",NY,10065.0,http://yellowpages.com/new-york-ny/mip/nagel-roofing-464908570,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Jolley Brothers Roofing Company,(332) 290-3900,860 5th Ave,"New York, NY 10065",NY,10065.0,https://nycroofing.online,,,no,,"Your search for emergency roofing services in New York, NY ends with Jolley Brothers Roofing Company. We specialize in storm damage repairs, leaks, and more.",,Unknown,USA,Home Services
Roofing,New York NY,Collier & Sons Roofing,(332) 290-0300,143 W 72nd St,"New York, NY 10023",NY,10023.0,https://colliersonsroofing.pro,,,no,Error,,,,USA,Home Services
Roofing,New York NY,McGavin Roofing,(212) 468-2844,1317 3rd Ave,"New York, NY 10021",NY,10021.0,https://www.mcgavinroofing.com,,,no,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","McGavin Roofing is the premier roofing company in New Jersey and New York. Our experienced team provides top-notch residential roofing services for Brooklyn, Manhattan, Queens, and more.  Contact us today!",,Unknown,USA,Home Services
Roofing,New York NY,The American Romani Alliance Inc,(917) 900-6242,1420 York Ave Suite 2A,"New York, NY 10021",NY,10021.0,http://theamericanromaniallianceinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Fsr,(646) 692-8796,222 E 80th St,"New York, NY 10075",NY,10075.0,http://yellowpages.com/new-york-ny/mip/tri-state-roofing-4484774,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,NovoPeak Roofing,(332) 230-4700,240 E 82nd St,"New York, NY 10028",NY,10028.0,https://novopeakroofing.online,,,no,Error,,,,USA,Home Services
Roofing,New York NY,Fiddler on the Roof 2018 NY,(212) 580-9345,225 Central Park W,"New York, NY 10024",NY,10024.0,http://fiddlerontheroof2018ny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roof Repairs,(212) 419-5473,1297 Lexington Ave,"New York, NY 10128",NY,10128.0,http://roofrepairsny.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Expedite Roofing & Waterproofing,(212) 787-5989,345 W 86th St,"New York, NY 10024",NY,10024.0,https://www.expediteconstruction.com,,,no,,"We offer reliable, complete commercial roof repair, roof replacement, roof installation or roofing contracting in Manhattan, NYC and New York City.",,Unknown,USA,Home Services
Roofing,New York NY,Arris Construction Group,(212) 787-1737,345 W 86th st,"New York, NY 10024",NY,10024.0,http://arrisconstructiongroup.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Valentino & Sons Roofing Service,(332) 290-9400,1678 3rd Ave,"New York, NY 10128",NY,10128.0,https://nyc-roofing.pro,,,no,Error,,,,USA,Home Services
Roofing,New York NY,The Rofer Man Roofing,(347) 773-0942,1855 1st Ave,"New York, NY 10128",NY,10128.0,http://yellowpages.com/new-york-ny/mip/metro-roofing-467961059,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing & Weather Proofing Roofing,(347) 541-3950,303 W 96th St,"New York, NY 10025",NY,10025.0,http://yellowpages.com/new-york-ny/mip/roofing-roofing-company-roofing-contractors-leaks-repair-469678911,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing 7 Days Roofing,(347) 708-0463,1890 Park Ave,"New York, NY 10035",NY,10035.0,http://yellowpages.com/new-york-ny/mip/metro-roofing-467961059,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,New York Roof Repair Roofing,(347) 735-9943,150 W 145th St,"New York, NY 10039",NY,10039.0,http://yellowpages.com/new-york-ny/mip/metro-roofing-467961059,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Hanson Brothers Roofing,(332) 290-8700,2600 Adam Clayton Powell Jr Blvd,"New York, NY 10039",NY,10039.0,https://nycroofing.homes,,,no,,"For emergency roofing services in New York, NY, rely on Hanson Brothers Roofing. We provide expert storm damage repair, leak solutions, and more.",,Unknown,USA,Home Services
Roofing,New York NY,Quality Roofing Systems,(347) 641-9244,800 Saint Nicholas Ave,"New York, NY 10031",NY,10031.0,http://yellowpages.com/new-york-ny/mip/roofing-roofing-company-roofing-contractors-leaks-repair-469678911,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,TPC Roofing and Masonry,(845) 682-2564,520 W 163rd St,"New York, NY 10032",NY,10032.0,http://tpcroofingandmasonry.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing Contractors Roofing,(347) 692-8903,4116 Broadway,"New York, NY 10033",NY,10033.0,http://yellowpages.com/new-york-ny/mip/roofing-contractors-roofing-550691582,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Roofing Company Roofing,(347) 692-8994,242 Dyckman St,"New York, NY 10034",NY,10034.0,http://yellowpages.com/new-york-ny/mip/roofing-company-roofing-560238810,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Diamond Construction NYC,(917) 680-3580,,"New York, NY 10012",NY,10012.0,http://www.diamondconstructionnyc.com,,,no,diamondconstruction789@gmail.com,Ready to take the next step toward realizing your construction and restoration goals? Contact the experts at Diamond Construction & Restoration today for a consultation,,Unknown,USA,Home Services
Roofing,New York NY,Red Stone Contractors,(212) 531-4608,45 W 139th st,"New York, NY 10037",NY,10037.0,http://www.redstonecontractors.com,,30 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,William K Group,(212) 488-1700,19 Fulton St,"New York, NY 10038",NY,10038.0,http://mediacoalition.org,,53 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Renovex,(646) 979-6686,90 Washington St Ste 24c,"New York, NY 10006",NY,10006.0,http://www.bestroofingnyc.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Sigma Builders,(917) 412-1886,77 Water St Fl 8,"New York, NY 10005",NY,10005.0,http://yellowpages.com/brooklyn-ny/mip/run-rite-mechanical-corp-air-conditioning-heating-ventilation-472809108,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Noah Builders,(347) 634-1004,736 Broadway Fl 3,"New York, NY 10003",NY,10003.0,http://noahbuildersnyc.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Scott J Foster Builders,(518) 466-0604,635 E 14th St,"New York, NY 10009",NY,10009.0,http://scottjfosterbuilders.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Hobo Construction Corp,(212) 675-7720,236 W 27th St,"New York, NY 10001",NY,10001.0,http://hoboconstruction.com,,,no,info@hoboconstruction.com,#,"https://www.linkedin.com/company/hobo-construction/posts/?feedView=all, https://www.facebook.com/hoboconstruction",Unknown,USA,Home Services
Roofing,New York NY,"NYC Topline Construction & Managemen, Inc.",(718) 849-2500,357 W 29th St,"New York, NY 10001",NY,10001.0,http://nyctoplineconstructionmanagemeninc.localsearch.com,,26 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Pro Tech Waterproofing Corp,(212) 689-8100,40 E 34th St,"New York, NY 10016",NY,10016.0,http://yellowpages.com/new-york-ny/mip/montero-group-inc-454826240,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,Raj Contracting Co Inc,(917) 309-0841,2130 W 30th St,"New York, NY 10001",NY,10001.0,http://rajcontractingcoinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,New York NY,NYC TOPLINE CONSTRUCTION,(718) 849-2500,535 Madison Ave,"New York, NY 10022",NY,10022.0,http://nyctoplineconstruction.localsearch.com,,24 Years,no,,,,Unknown,USA,Home Services
Roofing,New York NY,NJ Roofing and Construction,(732) 621-6100,17 W 77th St,"New York, NY 10024",NY,10024.0,,,,no,,,,,USA,Home Services
Roofing,New York NY,Empire Gen Construction Usa,(212) 222-3373,308 W 94 ST Suite # 528,"New York, NY 10025",NY,10025.0,http://www.empireconstructionny.com,,21 Years,no,,,,Unknown,USA,Home Services
