category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Repair,Houston TX,24 hrs Auto Brakes Repair,(832) 940-7328,8510 Kirby Dr,"Houston, TX 77054",TX,77054.0,http://24hrsautobrakesrepairtx.localsearch.com,,29 Years,no,,,,,,,60,success,USA,Auto Services
Auto Salvage,New York NY,Sunrise Auto Wrecking,(718) 397-5555,12630 Willets Point Blvd,"Corona, NY 11368",NY,11368.0,http://sunriseautowrecking.localsearch.com,,31 Years,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Louisville KY,Gas Turbine Systems,(502) 254-1911,303 Ash Run Rd,"Louisville, KY 40245",KY,40245.0,http://gasturbinesystems.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Denver CO,Nations Auto Inc II,(720) 570-3222,1492 W Alameda Ave,"Denver, CO 80223",CO,80223.0,http://www.nationsautocolorado.com,,(2),no,,,,,,,65,success,USA,Auto Services
Tire Shops,Chicago IL,Midwest Tire & Auto,(708) 683-6592,6100 W Ogden Ave,"Cicero, IL 60804",IL,60804.0,https://www.midwesttirewarsaw.com,,(1),no,,,,,,,70,success,USA,Auto Services
Auto Salvage,New York NY,Sambucci Bros,(516) 747-0250,12905 31st Ave,"Flushing, NY 11354",NY,11354.0,http://www.sambuccibros.com,,(2),no,,,,,,,0,timeout,USA,Auto Services
Car Alarm Installation,Los Angeles CA,LGGS Maple,(310) 615-4510,2030 E Maple Ave,"El Segundo, CA 90245",CA,90245.0,http://lggsmaple.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Chicago IL,Soundz Good Chicago,(773) 491-8827,3451 N Western Ave,"Chicago, IL 60618",IL,60618.0,http://soundzgood.com,,(1),no,,example@domain.com,,,SOUNDZGOOD.COM is for sale on Spaceship. Secure checkout and quick transfer. See all purchase options. No hidden fees.,https://forsale.spaceship-cdn.com/static/version/0.29.1/assets/fonts/apple-touch-icon-57x57.png,70,success,USA,Auto Services
Roadside Assistance,Birmingham AL,AAA Alabama,(205) 978-7000,2400 Acton Rd,"Vestavia, AL 35243",AL,35243.0,http://www.aaa.com,,(5),no,,,,,,http://www.aaa.com/images/aaa_favicon.ico,60,success,USA,Auto Services
Tire Shops,Chicago IL,Associated Tire & Battery Co. Inc.,(708) 383-6673,6208 Roosevelt Rd,"Oak Park, IL 60304",IL,60304.0,http://associatedtireandbattery.com/shop-for-tires/view/brand/b/18.aspx,,,no,,,,,,,0,error,USA,Auto Services
Auto AC Repair,Austin TX,Power Equipment Specialty Inc.,(512) 288-1334,7900 W Highway 71 Ste A,"Austin, TX 78735",TX,78735.0,http://powerequipmentspecialtyinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,Denver CO,F S Machining Inc,(303) 789-4861,2980 S Zuni St,"Englewood, CO 80110",CO,80110.0,http://fsmachininginc.localsearch.com,,45 Years,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,Denver CO,Reyco Precision Machining,(303) 781-9043,2920 S Vallejo St,"Englewood, CO 80110",CO,80110.0,http://reycoprecision.net,,37 Years,no,,micah@micahrich.com,,,,"http://img1.wsimg.com/isteam/ip/a054bca5-043c-4926-93d2-9af8e024361e/blob.png/:/rs=w:57,h:57,m",60,success,USA,Auto Services
Auto AC Repair,Austin TX,ATX Motorworks Inc,(512) 809-6553,3407 W Slaughter Ln,"Austin, TX 78748",TX,78748.0,http://atxmotorworksinctx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Dallas TX,Dallas Auto Towing,(214) 874-0023,,,,,http://dallasautotowing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Salvage,New York NY,Bobs Auto Wreckers,(973) 645-8800,58 Avenue C,"Newark, NJ 07114",NJ,7114.0,http://yellowpages.com/newark-nj/mip/bobs-auto-wreckers-5188597,,,no,,,,,,,65,success,USA,Auto Services
Auto AC Repair,San Jose CA,Advanced Cycle Services,(408) 299-0508,1135 Old Bayshore Hwy,"San Jose, CA 95112",CA,95112.0,http://www.advcycles.com,,18 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Chicago IL,O & W Auto Parts,(773) 413-3099,4918 W North Ave,"Chicago, IL 60639",IL,60639.0,http://owautoparts.localsearch.com,,(3),no,,,,,,,50,success,USA,Auto Services
Radiator Repair,Dallas TX,Mtf Garage,(214) 943-1931,1631 E 11th St,"Dallas, TX 75203",TX,75203.0,http://yellowpages.com/dallas-tx/mip/power-master-automotive-9256636,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Chicago IL,Torrence Auto Wreckers & Used Parts,(773) 978-2160,9601 S Torrence Ave,"Chicago, IL 60617",IL,60617.0,http://torrenceautowreckersusedparts.localsearch.com,,53 Years,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Denver CO,Merrill  Auto Electric,(303) 274-2006,2525 Kipling St,"Denver, CO 80215",CO,80215.0,https://www.merrillautoelectric.com,,(1),no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,New York NY,Auto Repair Incorporated,(718) 513-0690,741 Glenmore Ave,"Brooklyn, NY 11208",NY,11208.0,http://autorepairincorporated.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Birmingham AL,Motor Club of America,(800) 214-8430,4884 honeysuckle rd,"Adamsville, AL 35005",AL,35005.0,http://motorclubofamerica529887406.localsearch.com,,100 Years,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Chicago IL,Oak Park Citgo,(708) 386-9642,333 Lake St,"Oak Park, IL 60302",IL,60302.0,http://oakparkcitgo.localsearch.com,,56 Years,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Birmingham AL,motor club of america,(205) 383-5867,1421 31st Street Ensley,"birmingham, AL 35218",AL,35218.0,https://www.tvcmatrix.com/BCraig4,,12 Years,no,,rscblc@gmail.com,,,,https://www.tvcmatrix.com/secure/images/MemberOrgs/Icon1.ico,70,success,USA,Auto Services
Towing,Dallas TX,Walnut Grove Towing,(800) 959-8015,,,,,http://walnutgrovetowing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Houston TX,Transmissions Houston TX,(832) 915-4008,11350 Space Center Blvd,"Houston, TX 77059",TX,77059.0,http://transmissionshoustontx.localsearch.com,,42 Years,no,,,,,,,60,success,USA,Auto Services
Car Alarm Installation,Los Angeles CA,Technosquare Inc,(310) 715-1517,16816 S Broadway,"Gardena, CA 90248",CA,90248.0,http://technosquareinc.com,,28 Years,no,,,https://www.facebook.com/pages/Techno-Square-Inc/103932873909,,ECU ugrade for performance automobiles,,75,success,USA,Auto Services
Radiator Repair,Dallas TX,Elite Auto Solution,(214) 774-9407,1101 N Riverfront Blvd,"Dallas, TX 75207",TX,75207.0,https://www.eliteautosolution.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Louisville KY,River City Body Shop,(812) 283-3283,317 Wall St,"Jeffersonville, IN 47130",IN,47130.0,http://rivercitybodyshop.localsearch.com,,48 Years,no,,,,,,,50,success,USA,Auto Services
Radiator Repair,Dallas TX,20-15 Auto Repair,(972) 685-6018,4707 E Grand Ave,"Dallas, TX 75223",TX,75223.0,http://2015autorepair.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Austin TX,M n R Customs,(512) 994-9612,10801 Old Manchaca Rd Apt 1302,"Austin, TX 78748",TX,78748.0,http://mnrcustoms.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Birmingham AL,AA Towing,(205) 681-5199,,,,,http://aatowing466144160.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Salvage,New York NY,Island Auto Parts,(347) 210-5455,1769 Mcdonald ave,"Brooklyn, NY 11230",NY,11230.0,http://islandautoparts.localsearch.com,,31 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,Joe Hudson's Collision Center,(832) 286-4366,2606 Cypress Creek Pkwy,"Houston, TX 77068",TX,77068.0,http://joehudsonscollisioncenter502584844.localsearch.com,,37 Years,no,,,,,,,65,success,USA,Auto Services
Towing,Dallas TX,Wood's Towing & Transportation,(800) 425-9663,,,,,http://woodstowingtransportation.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Chicago IL,United Driveline Inc,(773) 579-1100,2500 S Western Ave,"Chicago, IL 60608",IL,60608.0,http://yellowpages.com/chicago-il/mip/united-driveline-inc-542976,,(1),no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Dallas TX,Renacer Auto Electric,(214) 484-6137,4700 Maple Ave,"Dallas, TX 75219",TX,75219.0,http://yellowpages.com/dallas-tx/mip/lous-automotive-661696,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Houston TX,24 hrs Auto Repair,(832) 940-7323,"10603 Southdown Trace Trail,","Houston, TX 77034",TX,77034.0,http://24hrsautorepairtx.localsearch.com,,41 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Chicago IL,Andrews Automotive,(773) 768-1122,10055 S Torrence Ave,"Chicago, IL 60617",IL,60617.0,http://andrewsautomotiveil.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Austin TX,Muffin Muffler & Auto,(512) 296-2462,1100 Regal Row,"Austin, TX 78748",TX,78748.0,https://muffinmufflerstx.com,,,no,,,,,,,75,success,USA,Auto Services
Auto Body Shops,Denver CO,Arts Auto Body,(303) 477-9698,4125 Jason St,"Denver, CO 80211",CO,80211.0,https://www.artsautobodyinc.com/autobodyrepairindenvercoloradoartsautobodyinc,,(1),no,,,,,,,0,timeout,USA,Auto Services
Auto Body Shops,Denver CO,AutoNation Collision Center Denver,(303) 286-8323,7420 Washington St,"Denver, CO 80229",CO,80229.0,https://www.autonation.com/dealers/collision-center-denver-co,,(1),no,,,,,,,70,success,USA,Auto Services
Auto Parts,Chicago IL,Discount Auto Warehouse,(773) 993-0020,4210 W Belmont Ave,"Chicago, IL 60641",IL,60641.0,http://discountautopartsinchicago.com,,(1),no,,,,,,https://ssl.gstatic.com/atari/images/public/favicon.ico,50,success,USA,Auto Services
Auto Repair,Houston TX,24 hrs Automotive Repair Houston,(832) 940-7442,"11219 Sageyork Dr,","Houston, TX 77089",TX,77089.0,http://24hrsautomotiverepairhouston.localsearch.com,,25 Years,no,,,,,,,50,success,USA,Auto Services
Radiator Repair,Dallas TX,Licea's Inspection Station,(972) 863-7518,108 S Marsalis Ave,"Dallas, TX 75203",TX,75203.0,http://yellowpages.com/dallas-tx/mip/liceas-inspection-station-519085720,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Louisville KY,Great Lakes Body Shop,(812) 280-1966,828 Spring St,"Jeffersonville, IN 47130",IN,47130.0,http://greatlakesbodyshop.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Roadside Assistance,Birmingham AL,The Locksmith Company,(205) 218-4842,,,,,http://www.birminghamneedalocksmith.com,,12 Years,no,,,,,,,65,success,USA,Auto Services
Towing,Dallas TX,Trevino's Auto Service Sales Body Shop & Towing,(219) 401-0295,,,,,http://trevinosautoservicesalesbodyshoptowingtx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Thoroughbred Autoglass,(502) 583-1552,,"Louisville, KY 40202",KY,40202.0,http://thoroughbredautoglass.localsearch.com,,40 Years,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Dallas TX,A J Auto Service,(972) 807-2817,108 S Marsalis Ave,"Dallas, TX 75203",TX,75203.0,http://ajautoservicetx.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Denver CO,Colorado Frame Suspension & Collision,(303) 322-4405,4200 Madison St,"Denver, CO 80216",CO,80216.0,https://coloradoautobodyshop.com,,(6),no,,impallari@gmail.com,,,"Auto body & collision repair, to include paint, frame straightening and alignments due to a collision, as well as Paintless Dent Repair for hail damage","https://img1.wsimg.com/isteam/ip/05a7a387-cbf7-4de1-9361-b82be475d629/logo/12897161-3920-40c5-a4d9-388bdf3195af.JPG/:/rs=w:57,h:57,m",80,success,USA,Auto Services
Tire Shops,Chicago IL,Express Auto,(708) 477-4071,1901 S Laramie Ave,"Cicero, IL 60804",IL,60804.0,http://expressautoil.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Denver CO,Denver Auto Care,(303) 597-0448,1350 S Parker Rd Unit A,"Denver, CO 80231",CO,80231.0,http://denverautoco.com,,(4),no,,"info@freehtml5.co, support@dealr.cloud","https://www.facebook.com/pages/Denver-Auto-Company/308106657833, https://www.instagram.com/denverautocompany/, https://www.twitter.com/Denver_Auto_CO",,,https://www.denverautoco.com/assets/34851/,65,success,USA,Auto Services
Roadside Assistance,Birmingham AL,Fast Roadside,(205) 303-3225,,"Birmingham, AL 35215",AL,35215.0,http://fastroadside.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Automotive Machine Shops,Denver CO,Zahn Machine & Engineering,(303) 761-2267,1885 W Dartmouth Ave Ste 3,"Englewood, CO 80110",CO,80110.0,http://zahnmachineengineering.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,Indianapolis IN,Sellers Industries Inc,(317) 862-4205,11498 Maze Rd,"Indianapolis, IN 46259",IN,46259.0,http://sellersindustriesinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Alien Tech,(502) 883-0121,2110 Reynolds Ln,"Louisville, KY 40218",KY,40218.0,http://alientech-usa.com,,21 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Chicago IL,Luna Roadside Assistance,(773) 967-9104,,,,,http://lunaroadsideassistance.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Dallas TX,Towing Emergency Towing,(972) 698-5159,,,,,http://towingemergencytowingtx.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Chicago IL,Tenorio Tire Shop,(773) 523-4731,3440 S Western Ave,"Chicago, IL 60608",IL,60608.0,http://tenoriotireshopil.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Parts,Chicago IL,Sparks Auto Parts Inc.,(773) 778-8100,5100 S Marshfield Ave,"Chicago, IL 60609",IL,60609.0,http://sparksautopartsinc.localsearch.com,,(1),no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,Houston Brake Repair,(832) 284-7496,2323 Clear Lake City Blvd # 158,"Houston, TX 77062",TX,77062.0,http://houstonbrakerepair.localsearch.com,,39 Years,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Dallas TX,L3d,(469) 399-7158,1710 Singleton Blvd,"Dallas, TX 75212",TX,75212.0,http://yellowpages.com/dallas-tx/mip/benitez-auto-480639416,,,no,,,,,,,65,success,USA,Auto Services
Auto Salvage,New York NY,Cuban Eyes Autobody Shop,(201) 223-0312,658 37th St,"Union City, NJ 07087",NJ,7087.0,https://cubaneyesbodyshop.wixsite.com/cuban-eyes-body-shop,,40 Years,no,,"9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io",https://www.facebook.com/cubaneyesbodyshop/,,"Run by Latinos, CubanEyes Auto Body Shop is a family run business that serves excellent Services for your car for an affordable price. ",https://www.wix.com/favicon.ico,75,success,USA,Auto Services
Tire Shops,Chicago IL,Lopez Tires,(708) 656-4054,5432 W 25th Pl,"Cicero, IL 60804",IL,60804.0,http://lopeztiresil.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Houston TX,Houston Car Shop,(832) 284-7490,1105 Clear Lake City Blvd,"Houston, TX 77062",TX,77062.0,http://houstoncarshop.localsearch.com,,23 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Chicago IL,Factory Motor Parts Co,(773) 463-0013,2414 W Montrose Ave,"Chicago, IL 60618",IL,60618.0,,,(1),no,,,,,,,0,error,USA,Auto Services
Auto AC Repair,Austin TX,Jiffy Lube,(512) 444-5823,1401 S Lamar Blvd,"Austin, TX 78704",TX,78704.0,http://www.jiffylube.com,,,no,,,,,,,0,timeout,USA,Auto Services
Radiator Repair,Dallas TX,Auto,(972) 685-5494,4722 Maple Ave,"Dallas, TX 75219",TX,75219.0,http://auto560907369.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Denver CO,HTS Automotive Inc,(303) 883-0903,1235 S Kalamath St,"Denver, CO 80223",CO,80223.0,http://htsforeignautorepair.com,,(1),no,,,,,,,0,error,USA,Auto Services
Radiator Repair,Dallas TX,Mac-Mike's Auto Care,(325) 392-3533,606 E 11th St,"Dallas, TX 75203",TX,75203.0,http://www.acdelco.com/auto-repair/auto-repair-service-center-locator.html,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Huntsville AL,MrQuickPick Lock And Road Service,(256) 348-6844,3801 Triana Blvd SW Apt 23,"Huntsville, AL 35805",AL,35805.0,http://mrquickpicklockandroadserviceal.localsearch.com,,10 Years,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Chicago IL,A Lopez Truck Tire Svc,(708) 780-1944,4950 W Pershing Rd,"Cicero, IL 60804",IL,60804.0,http://alopeztrucktiresvc.localsearch.com,,34 Years,no,,,,,,,50,success,USA,Auto Services
Car Alarm Installation,Los Angeles CA,Valley Heart Hoa,(818) 528-7464,13308 Valleyheart Dr,"Sherman Oaks, CA 91423",CA,91423.0,http://valleyhearthoa.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Chicago IL,Red Star Tires,(312) 561-3275,3821 Scoville Ave,"Berwyn, IL 60402",IL,60402.0,https://www.redstartires.com,,,no,,,,,,https://www.wix.com/favicon.ico,60,success,USA,Auto Services
Towing,Dallas TX,Patterson Brothers Service Station & Wrecker Service,(877) 652-7146,,,,,http://pattersonbrothersservicestationwreckerservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Best-One Fleet Service Louisville,(502) 637-3600,2520 Plantside Dr,"Louisville, KY 40299",KY,40299.0,http://bestonetire.com,,,no,,,,,"Find tires for less at Best-One Tire & Service, a nationwide network of independent tire dealers, commercial service providers, and auto repair shops.",https://www.bestonetire.com/wp-content/themes/ferg-framework/favicon.png,60,success,USA,Auto Services
Auto Salvage,New York NY,Newark Wrecking & Export Co,(973) 690-2937,573 Ferry St,"Newark, NJ 07105",NJ,7105.0,https://www.newarkmotor.com/contact,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Houston TX,Texas Auto Care 1,(832) 450-0017,8634 Daffodil St,"Houston, TX 77063",TX,77063.0,http://texasautocare1.com,,,no,,,https://facebook.com/TexasAutoCare1,,"FREE towing. Fast turnaround times. Foreign and domestic vehicles. Minor fender benders, emissions repairs, transmission services. Call 713-275-9802.",https://cdn.hibuwebsites.com/3e400c52842941b6aa3383eb8f91cce8/site_favicon_16_1659366220625.ico,65,success,USA,Auto Services
Auto Salvage,New York NY,J.Jay's Junk Car Removal,(347) 966-7916,8625 Liberty Ave,"Ozone Park, NY 11417",NY,11417.0,https://www.jjaysjunkcarremoval.com,,(4),no,,,,,"Earn cash ranging from $480 to $10,000 by selling your ✅ damaged ✅ broken or ✅ junk vehicle in New York. Same-day servicea is available. Don't miss out on this opportunity to turn your junk car into cash❗",https://www.jjaysjunkcarremoval.com/images/icons/apple-touch-icon.png,70,success,USA,Auto Services
Roadside Assistance,Birmingham AL,Jali Roadside Assistance,(205) 201-0699,1809 Riverchase Dr,"Hoover, AL 35244",AL,35244.0,https://www.jaliroadside.com,,,no,,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, JALIROADSIDE@GMAIL.COM",,,"Jali Roadside Assistance provides the following top- notch services in the Greater Birmingham area, including: locksmith, battery boost, tire change, and fuel delivery.",https://static.parastorage.com/client/pfavico.ico,70,success,USA,Auto Services
Auto Repair,Houston TX,Reliable Car Problems Solve,(832) 937-6444,3501 Clear Lake City Blvd,"Houston, TX 77059",TX,77059.0,http://reliablecarproblemssolve.localsearch.com,,20 Years,no,,,,,,,50,success,USA,Auto Services
